Category,Message,cleaned_email
ham,amazing rearrange letters gives meaning dormitory dirty room astronomer moon starer eyes see election results lies lets recount motherinlaw woman hitler eleven plus two twelve plus one amazing,amazing rearrange letters gives meaning dormitory dirty room astronomer moon starer eyes see election results lies lets recount motherinlaw woman hitler eleven plus two twelve plus one amazing
ham,aiya discuss later lar pick ü 4,aiya discuss later lar pick
ham,hey happy birthday,hey happy birthday
ham,sorry missed call please call back,sorry missed call please call back
ham,omg one thing another cat worms bad day end,omg one thing another cat worms bad day end
ham,good morning im suffering fever dysentry able come office today,good morning im suffering fever dysentry able come office today
ham,wont anything de,wont anything de
ham,type stuff sing,type stuff sing
ham,st andre virgils cream,st andre virgils cream
ham,check rooms befor activities,check rooms befor activities
ham,fri ah okie lorgoin 4 drivin den go shoppin tt,fri ah okie lorgoin drivin den go shoppin tt
ham,gokila talking aha,gokila talking aha
ham,hi shanilrakhesh herethanksi exchanged uncut diamond stuffleaving back excellent service dino prem,hi shanilrakhesh herethanksi exchanged uncut diamond stuffleaving back excellent service dino prem
ham,kkthis month kotees birthday know,kkthis month kotees birthday know
ham,im really really broke oh amount small even ltgt,im really really broke oh amount small even ltgt
ham,sorry mates phone didnt write love kate,sorry mates phone didnt write love kate
spam,themobhit link get premium pink panther game new 1 sugababes crazy zebra animation badass hoody wallpaperall 4 free,themobhit link get premium pink panther game new sugababes crazy zebra animation badass hoody wallpaperall free
ham,ah well confuses things doesnt thought friends maybe wrong thing already sort invited tho may come cos money,ah well confuses things doesnt thought friends maybe wrong thing already sort invited tho may come cos money
ham,aight call youre close,aight call youre close
ham,nope thats fine might nap tho,nope thats fine might nap tho
spam,msg mobile content order resent previous attempt failed due network error queries customersqueriesnetvisionukcom,msg mobile content order resent previous attempt failed due network error queries customersqueriesnetvisionukcom
ham,news hassling get weed week andres money haughaighgtujhyguj,news hassling get weed week andres money haughaighgtujhyguj
ham,boy loved gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decided 2 aproach gal dt time truck speeding towards gal wn 2 hit girld boy ran like hell n saved asked hw cn u run fast boy replied boost secret energy n instantly girl shouted energy n thy lived happily 2gthr drinking boost evrydy moral story hv free msgsd gud ni8,boy loved gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decided aproach gal dt time truck speeding towards gal wn hit girld boy ran like hell n saved asked hw cn u run fast boy replied boost secret energy n instantly girl shouted energy n thy lived happily gthr drinking boost evrydy moral story hv free msgsd gud ni
ham,wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob,wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob
ham,ding ya break fassyole blacko londn,ding ya break fassyole blacko londn
ham,really need 2 kiss u miss u baby ur baby 4eva,really need kiss u miss u baby ur baby eva
ham,sign maturity start saying big things actually start understanding small things nice evening bslvyl,sign maturity start saying big things actually start understanding small things nice evening bslvyl
ham,oh got many responsibilities,oh got many responsibilities
spam,1 new message please call 08715205273,new message please call
ham,ive reached sch already,ive reached sch already
spam,december mobile 11mths entitled update latest colour camera mobile free call mobile update vco free 08002986906,december mobile mths entitled update latest colour camera mobile free call mobile update vco free
ham,u definitely need module e humanities dis sem izzit u wan 2 take modules 1st,u definitely need module e humanities dis sem izzit u wan take modules st
ham,argh fuck nobody town _,argh fuck nobody town
spam,get 3 lions england tone reply lionm 4 mono lionp 4 poly 4 go 2 wwwringtonescouk original n best tones 3gbp network operator rates apply,get lions england tone reply lionm mono lionp poly go wwwringtonescouk original n best tones gbp network operator rates apply
ham,thanks fills complete calm reassurance,thanks fills complete calm reassurance
ham,aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmeaning,aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmeaning
ham,driving training,driving training
ham,lol real told dad cancer,lol real told dad cancer
spam,private 2003 account statement 078,private account statement
ham,oops ltgt,oops ltgt
ham,enufcredeit tocallshall ileave uni 6 get bus yor house,enufcredeit tocallshall ileave uni get bus yor house
ham,hi chikku send nice msgs,hi chikku send nice msgs
ham,impossible argue always treats like sub like never released remind necessary,impossible argue always treats like sub like never released remind necessary
ham,work ah den 6 plus lor u workin oso rite den go orchard lor place go liao,work ah den plus lor u workin oso rite den go orchard lor place go liao
ham,wonderful okors great month cherish guys wish well day mojibiola,wonderful okors great month cherish guys wish well day mojibiola
ham,cuz ibored wan na study,cuz ibored wan na study
ham,wot wed nite 3 til 9,wot wed nite til
ham,rose redred bloodblood heartheart u u send tis ur friends including u like u get back 1u r poor relation 2u need 1 support 3u r frnd 2 many 4some1 luvs u 5 some1 praying god marry u try,rose redred bloodblood heartheart u u send tis ur friends including u like u get back u r poor relation u need support u r frnd many luvs u praying god marry u try
ham,way,way
ham,sucks ill go u hair youll free right,sucks ill go u hair youll free right
ham,still working time also tried adding zeros savings checking ltgt,still working time also tried adding zeros savings checking ltgt
ham,hmm dunno leh mayb bag 4 goigng dat small jus anything except perfume smth dat keep,hmm dunno leh mayb bag goigng dat small jus anything except perfume smth dat keep
ham,sday joinedso training started today,sday joinedso training started today
ham,sorry grocers,sorry grocers
ham,nice pubs near frankie n bennys near warner cinema,nice pubs near frankie n bennys near warner cinema
spam,4 costa del sol holiday 5000 await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh cost150pm max10mins,costa del sol holiday await collection call toclaim sae tc pobox stockport skxh costpm maxmins
ham,yup havent want go yoga call book,yup havent want go yoga call book
ham,oh shut omg yesterday dream 2 kids boys pissed kids boys even told mark dream changing diapers cause im getting owed face,oh shut omg yesterday dream kids boys pissed kids boys even told mark dream changing diapers cause im getting owed face
ham,yeah imagine would really gentle unlike docs treat patients like turkeys,yeah imagine would really gentle unlike docs treat patients like turkeys
spam,free 1st week no1 nokia tone 4 ur mobile every week txt nokia 8077 get txting tell ur mates wwwgetzedcouk pobox 36504 w45wq 16 norm150ptone,free st week nokia tone ur mobile every week txt nokia get txting tell ur mates wwwgetzedcouk pobox wwq normptone
ham,started dont stop pray good ideas anything see help guys ill forward link,started dont stop pray good ideas anything see help guys ill forward link
ham,hi darlin im helens fone im gon na b princes 2 nite please come tb love kate,hi darlin im helens fone im gon na b princes nite please come tb love kate
ham,im office dawhere,im office dawhere
ham,aiyar u poor thing give u support k jia ill think u,aiyar u poor thing give u support k jia ill think u
ham,oh unintentionally bad timing great fingers trains play along give fifteen min warning,oh unintentionally bad timing great fingers trains play along give fifteen min warning
spam,get garden ready summer free selection summer bulbs seeds worth 3350 scotsman saturday stop go2 notxtcouk,get garden ready summer free selection summer bulbs seeds worth scotsman saturday stop go notxtcouk
ham,kthen come wenever u lik come also tel vikky come getting free time,kthen come wenever u lik come also tel vikky come getting free time
ham,pls call da happen,pls call da happen
ham,happy new year u ur familymay new year bring happiness stability tranquility ur vibrant colourful life,happy new year u ur familymay new year bring happiness stability tranquility ur vibrant colourful life
ham,problem renewal ill right away dont know details,problem renewal ill right away dont know details
ham,idk im sitting stop shop parking lot right bawling eyes feel like im failure everything nobody wants feel like im failing,idk im sitting stop shop parking lot right bawling eyes feel like im failure everything nobody wants feel like im failing
